SIM4ME,,,,,,,,,,,,,,,,,,,,,,,
#TYPE,FROM ENGINE,FROM SYMBOL,FROM VALUE INFO,FROM VALUE UOM,TO ENGINE,TO SYMBOL,TO VALUE INFO,TO VALUE UOM,PERIOD,EQUATION,DESCRIPTION,CONV TYPE,TOLERANCE,MIN SCALE,MAX SCALE,LOW LIMIT,HI LIMIT,MISC1,MISC2,MISC3,MISC4,MISC5,COMMENTS
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET042_IIN.POINT,BATT_A:01,,,,CELL 042 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET043_IIN.POINT,BATT_A:01,,,,CELL 043 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET044_IIN.POINT,BATT_A:01,,,,CELL 044 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET045_IIN.POINT,BATT_A:01,,,,CELL 045 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET046_IIN.POINT,BATT_A:01,,,,CELL 046 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET047_IIN.POINT,BATT_A:01,,,,CELL 047 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET048_IIN.POINT,BATT_A:01,,,,CELL 048 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET049_IIN.POINT,BATT_A:01,,,,CELL 049 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET050_IIN.POINT,BATT_A:01,,,,CELL 050 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET051_IIN.POINT,BATT_A:01,,,,CELL 051 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET052_IIN.POINT,BATT_A:01,,,,CELL 052 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET053_IIN.POINT,BATT_A:01,,,,CELL 053 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET054_IIN.POINT,BATT_A:01,,,,CELL 054 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET055_IIN.POINT,BATT_A:01,,,,CELL 055 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET056_IIN.POINT,BATT_A:01,,,,CELL 056 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET057_IIN.POINT,BATT_A:01,,,,CELL 057 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET058_IIN.POINT,BATT_A:01,,,,CELL 058 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET059_IIN.POINT,BATT_A:01,,,,CELL 059 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET060_IIN.POINT,BATT_A:01,,,,CELL 060 VOLTAGE  INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:ET101_IIN.POINT,BATT_A:02,,,,BATTERY A VOLTAGE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT001_IIN.POINT,BATT_A:04,,,,CELL 001 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT002_IIN.POINT,BATT_A:04,,,,CELL 002 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT003_IIN.POINT,BATT_A:04,,,,CELL 003 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT004_IIN.POINT,BATT_A:04,,,,CELL 004 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT005_IIN.POINT,BATT_A:04,,,,CELL 005 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT006_IIN.POINT,BATT_A:04,,,,CELL 006 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT007_IIN.POINT,BATT_A:04,,,,CELL 007 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT008_IIN.POINT,BATT_A:04,,,,CELL 008 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT009_IIN.POINT,BATT_A:04,,,,CELL 009 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT010_IIN.POINT,BATT_A:04,,,,CELL 010 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT011_IIN.POINT,BATT_A:04,,,,CELL 011 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT012_IIN.POINT,BATT_A:04,,,,CELL 012 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT013_IIN.POINT,BATT_A:04,,,,CELL 013 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT014_IIN.POINT,BATT_A:04,,,,CELL 014 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT015_IIN.POINT,BATT_A:04,,,,CELL 015 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT016_IIN.POINT,BATT_A:04,,,,CELL 016 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT017_IIN.POINT,BATT_A:04,,,,CELL 017 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT018_IIN.POINT,BATT_A:04,,,,CELL 018 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT019_IIN.POINT,BATT_A:04,,,,CELL 019 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT020_21_IIN.POINT,BATT_A:03,,,,BATT A CELL 20-21 RESISTANCE,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT020_IIN.POINT,BATT_A:04,,,,CELL 020 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT021_IIN.POINT,BATT_A:04,,,,CELL 021 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT022_IIN.POINT,BATT_A:04,,,,CELL 022 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT023_IIN.POINT,BATT_A:04,,,,CELL 023 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT024_IIN.POINT,BATT_A:04,,,,CELL 024 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT025_IIN.POINT,BATT_A:04,,,,CELL 025 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT026_IIN.POINT,BATT_A:04,,,,CELL 026 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT027_IIN.POINT,BATT_A:04,,,,CELL 027 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT028_IIN.POINT,BATT_A:04,,,,CELL 028 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT029_IIN.POINT,BATT_A:04,,,,CELL 029 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT030_IIN.POINT,BATT_A:04,,,,CELL 030 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT031_IIN.POINT,BATT_A:04,,,,CELL 031 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT032_IIN.POINT,BATT_A:04,,,,CELL 032 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT033_IIN.POINT,BATT_A:04,,,,CELL 033 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT034_IIN.POINT,BATT_A:04,,,,CELL 034 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT035_IIN.POINT,BATT_A:04,,,,CELL 035 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT036_IIN.POINT,BATT_A:04,,,,CELL 036 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT037_IIN.POINT,BATT_A:04,,,,CELL 037 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT038_IIN.POINT,BATT_A:04,,,,CELL 038 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT039_IIN.POINT,BATT_A:04,,,,CELL 039 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT040_41_IIN.POINT,BATT_A:03,,,,BATT A CELL 40-41 RESISTANCE,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT040_IIN.POINT,BATT_A:04,,,,CELL 040 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT041_IIN.POINT,BATT_A:04,,,,CELL 041 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT042_IIN.POINT,BATT_A:04,,,,CELL 042 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT043_IIN.POINT,BATT_A:04,,,,CELL 043 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT044_IIN.POINT,BATT_A:04,,,,CELL 044 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT045_IIN.POINT,BATT_A:04,,,,CELL 045 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT046_IIN.POINT,BATT_A:04,,,,CELL 046 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT047_IIN.POINT,BATT_A:04,,,,CELL 047 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
A,DynsimPEngine,ZERO,,,WANSCP1VM,1BATT_A_MOD:QT048_IIN.POINT,BATT_A:04,,,,CELL 048 RESISTNCE INTEGER,0,0,0,4294970000,0,4294970000,,,,,1,
